 10.40,2.05,-0.74,-0.08,-0.02,-0.17,
 10.71,2.00,-0.54,-0.06,0.00,-0.18,
 11.08,2.05,-0.81,-0.02,0.02,-0.27,
 10.57,4.40,-0.24,-0.00,0.02,-0.30,
 8.33,4.89,0.11,0.02,0.03,-0.23,
 8.37,4.44,-0.27,0.01,0.09,-0.16,
 8.52,3.20,0.35,-0.04,0.09,-0.16,
 9.54,4.44,0.03,-0.08,0.07,-0.21,
 9.51,5.59,0.22,-0.08,0.04,-0.23,
 8.54,6.45,0.77,-0.05,0.05,-0.21,
 10.98,5.70,0.71,0.01,0.08,-0.13,
 11.58,2.72,0.46,0.02,0.08,-0.13,
 9.44,5.99,0.62,-0.03,0.05,-0.17,
 8.70,6.15,0.78,-0.00,0.04,-0.11,
 9.24,5.53,1.65,0.01,0.05,-0.09,
 9.52,5.34,0.85,0.00,0.04,-0.07,
 9.69,5.09,1.22,0.01,0.04,-0.07,
 8.68,5.21,0.76,0.00,0.05,-0.07,
 9.67,5.30,1.67,0.02,0.04,-0.06,
 8.96,5.47,1.66,0.02,0.02,-0.05,
 8.83,5.45,1.98,0.03,0.02,-0.04,
 8.42,5.14,1.92,0.03,0.06,-0.03,
 8.57,5.36,1.34,0.02,0.08,0.02,
 7.11,5.41,0.12,0.04,0.12,0.08,
 7.76,5.54,0.72,0.05,0.20,0.11,
 8.11,5.12,1.52,0.06,0.20,0.13,
 7.91,4.81,2.45,0.05,0.17,0.14,
 8.52,3.99,2.79,0.05,0.16,0.14,
 8.31,6.00,3.11,0.04,0.15,0.18,
 7.03,3.83,3.07,0.08,0.16,0.25,
 6.74,3.08,3.41,0.06,0.22,0.24,
 8.83,3.42,4.11,0.02,0.22,0.19,
 11.76,3.01,4.94,-0.01,0.13,0.23,
 13.90,0.61,4.59,-0.10,-0.01,0.32,
 11.50,4.07,4.28,-0.08,-0.10,0.40,
 9.92,2.74,3.50,-0.07,-0.13,0.39,
 9.45,2.17,2.92,-0.06,-0.15,0.39,
 9.57,1.24,3.13,-0.05,-0.14,0.40,
 8.61,1.07,3.43,-0.05,-0.14,0.32,
 8.77,0.50,2.78,-0.05,-0.14,0.27,
 8.00,-0.40,2.74,-0.05,-0.14,0.21,
 9.86,-0.70,2.26,-0.06,-0.12,0.17,
 10.65,-0.61,2.03,-0.07,-0.13,0.15,
 10.72,-0.36,1.51,-0.06,-0.19,0.13,
 9.71,-1.39,1.57,-0.05,-0.24,0.12,
 9.56,-1.18,1.63,-0.06,-0.25,0.09,
 8.84,-1.30,0.96,-0.09,-0.25,0.06,
 7.89,-0.62,0.28,-0.07,-0.18,0.02,
 8.89,-0.78,-0.16,-0.04,-0.11,-0.00,
 9.35,-0.71,-0.37,-0.02,-0.08,-0.01,
 9.81,-1.23,-0.23,0.00,-0.06,-0.04,
 10.37,-1.38,0.05,-0.00,-0.06,-0.03,
 11.32,-1.62,-0.17,0.00,-0.06,-0.03,
 11.46,-2.06,-0.20,-0.00,-0.09,-0.01,
 9.37,-1.59,-0.21,-0.02,-0.14,-0.03,
 7.70,-1.36,-0.71,-0.02,-0.12,-0.05,
 8.23,-1.10,-0.62,-0.01,-0.07,-0.04,
 9.46,-0.94,-1.35,0.01,-0.03,-0.02,
 9.93,-0.71,-1.48,0.02,-0.03,-0.02,
 9.65,-1.08,-0.59,0.05,-0.03,-0.03,
 9.21,-1.60,-0.19,0.04,-0.05,-0.03,
 9.47,-0.98,-0.89,0.02,-0.04,-0.02,
 9.66,-1.13,-1.04,0.03,-0.02,-0.01,
 8.87,-1.64,-0.83,0.03,-0.02,-0.01,
 9.38,-1.53,-1.13,0.02,0.01,-0.00,
 10.05,-1.34,-0.98,0.02,0.00,0.01,
 9.41,-1.51,-1.32,0.02,0.00,0.00,
 9.61,-1.49,-1.25,0.02,0.01,-0.03,
 10.24,-2.05,-0.84,0.03,0.01,-0.03,
 9.61,-1.94,-0.76,0.01,-0.00,-0.05,
 8.63,-2.08,-1.02,-0.01,0.02,-0.11,
 9.64,-1.95,-0.83,-0.04,0.04,-0.18,
 9.83,-2.50,-1.33,-0.09,0.03,-0.32,
 8.71,-2.05,-1.47,-0.19,0.01,-0.35,
 8.50,-2.98,-1.31,-0.27,-0.00,-0.52,
 3.68,4.37,-0.62,-0.37,-0.03,-0.62,
 6.45,4.76,0.18,-0.17,0.16,-0.53,
 10.74,4.01,-0.20,-0.12,0.15,-0.50,
 11.26,6.94,0.33,-0.11,0.07,-0.45,
 8.98,5.59,-0.12,-0.01,0.04,-0.33,
 7.57,4.85,0.40,-0.02,0.06,-0.33,
 7.99,5.32,0.72,-0.02,0.05,-0.38,
 7.29,6.10,0.42,-0.02,0.04,-0.38,
 7.05,6.04,0.85,-0.03,0.06,-0.33,
 7.82,7.58,0.50,-0.03,0.05,-0.31,
 8.69,7.19,0.46,0.01,0.00,-0.33,
 6.90,7.29,0.35,0.02,-0.04,-0.36,
 5.61,7.61,-0.03,0.02,0.02,-0.35,
 8.34,7.40,0.91,0.03,0.03,-0.32,
 7.47,7.48,1.01,0.02,-0.01,-0.28,
 5.28,8.16,1.03,-0.00,-0.09,-0.23,
 3.13,8.37,-0.54,-0.00,-0.09,-0.19,
 2.97,8.32,-0.52,-0.01,-0.07,-0.13,
 3.39,7.64,-0.36,-0.03,-0.04,-0.14,
 2.93,8.48,0.34,-0.06,0.00,-0.12,
 4.06,8.91,0.64,-0.08,0.04,-0.09,
 5.25,9.19,0.70,-0.09,0.03,-0.06,
 4.64,9.21,0.22,-0.06,-0.01,-0.08,
 4.70,9.06,-1.09,-0.04,-0.01,-0.14,
 4.41,10.13,0.10,-0.01,-0.00,-0.17,
 4.13,8.08,0.42,0.03,-0.01,-0.13,
 5.87,7.93,0.52,0.02,-0.03,-0.15,
 5.83,8.57,0.77,-0.00,-0.09,-0.18,
 3.18,8.96,0.00,-0.03,-0.15,-0.24,
 1.71,7.71,0.23,-0.08,-0.15,-0.38,
 0.95,9.78,0.93,-0.13,-0.16,-0.43,
 1.11,12.39,0.88,-0.08,-0.18,-0.41,
 0.55,12.16,1.52,-0.03,-0.23,-0.26,
 -2.47,10.41,1.54,0.06,-0.22,-0.26,
 -2.60,10.25,1.58,0.11,-0.16,-0.26,
 -1.84,7.64,1.44,0.12,-0.13,-0.18,
 -0.71,4.88,0.28,0.05,-0.10,-0.17,
 -1.08,6.41,0.13,-0.06,-0.09,-0.20,
 -2.37,9.10,0.47,-0.10,-0.08,-0.11,
 -2.52,10.53,0.65,-0.05,-0.04,-0.02,
 -1.71,12.72,1.58,0.00,-0.03,0.03,
 -1.95,10.82,1.10,0.11,-0.01,0.03,
 -1.76,8.84,0.56,0.13,-0.00,0.03,
 -2.00,6.96,-0.18,0.11,0.00,0.02,
 -2.67,7.59,-0.72,0.04,0.01,0.07,
 -2.59,9.05,-0.31,-0.02,0.06,0.12,
 -1.56,12.39,-0.28,0.03,0.09,0.16,
 -1.49,11.64,-0.49,0.10,0.11,0.09,
 -1.20,10.77,-0.05,0.09,0.13,0.12,
 0.22,10.00,0.04,0.09,0.14,0.12,
 0.49,9.01,-0.45,0.07,0.11,0.11,
 0.20,8.72,-0.76,0.03,0.07,0.10,
 -0.98,9.34,-1.04,-0.01,0.05,0.08,
 -1.11,10.98,-0.64,0.01,0.08,0.11,
 -0.13,11.59,-0.56,0.08,0.10,0.07,
 0.60,9.65,-1.01,0.10,0.08,0.04,
 0.24,8.83,-1.11,0.09,0.08,0.05,
 0.44,8.40,-0.74,0.03,0.07,0.04,
 -0.03,8.72,-0.59,0.02,0.07,0.04,
 -0.32,8.70,-0.72,0.01,0.06,0.03,
 -0.49,9.94,-1.31,0.01,0.06,0.01,
 -0.70,10.94,-1.28,0.03,0.08,0.03,
 -0.33,10.76,-0.83,0.02,0.11,0.01,
 1.09,11.63,-0.55,0.03,0.11,-0.00,
 1.46,9.79,-0.65,0.03,0.09,0.02,
 0.04,10.53,-0.88,0.03,0.08,0.08,
 0.88,11.32,0.00,0.05,0.10,0.09,
 1.52,10.75,-0.56,0.11,0.07,0.01,
 0.88,10.55,-0.96,0.14,0.03,0.00,
 -0.29,10.44,-1.23,0.14,0.04,0.07,
 0.58,9.31,-1.42,0.13,0.05,0.06,
 0.10,7.79,-1.31,0.09,0.03,-0.00,
 -0.40,8.01,-1.12,0.05,0.05,-0.02,
 0.06,8.85,-1.01,0.04,0.06,0.01,
 0.15,9.74,-1.01,0.05,0.07,0.01,
 -0.17,9.48,-1.68,0.09,0.06,-0.03,
 0.07,8.63,-1.87,0.10,0.06,-0.02,
 -0.11,8.46,-2.47,0.10,0.06,-0.08,
 -1.18,8.03,-2.36,0.07,0.09,-0.09,
 -0.86,8.23,-1.90,0.03,0.12,-0.09,
 0.35,8.20,-2.27,-0.02,0.14,-0.09,
 1.18,9.76,-2.71,-0.04,0.14,-0.10,
 1.41,11.25,-2.51,-0.05,0.10,-0.16,
 -0.17,10.67,-2.10,-0.02,0.05,-0.22,
 -1.23,9.37,-2.01,0.02,0.06,-0.18,
 -1.00,7.81,-2.28,-0.01,0.10,-0.14,
 0.02,8.90,-2.62,-0.04,0.11,-0.17,
 -0.18,10.16,-2.67,-0.03,0.11,-0.16,
 0.24,10.28,-2.41,-0.01,0.11,-0.14,
 -0.37,9.82,-2.34,0.01,0.11,-0.16,
 -1.00,8.40,-1.98,0.01,0.12,-0.22,
 -1.41,8.59,-2.11,-0.01,0.12,-0.33,
 -1.59,9.97,-1.56,-0.07,0.11,-0.41,
 -1.54,8.99,-1.67,-0.10,0.10,-0.39,
 -0.79,9.94,-1.85,-0.10,0.11,-0.22,
 0.16,9.42,-2.26,-0.06,0.13,-0.21,
 -0.24,9.31,-2.00,-0.04,0.10,-0.37,
 -2.54,8.65,-1.90,-0.05,0.09,-0.38,
 -3.52,9.18,-1.45,-0.07,0.08,-0.22,
 -2.87,6.14,-1.39,-0.08,0.11,-0.12,
 -2.50,4.98,-1.57,-0.17,0.15,-0.15,
 -1.05,7.22,-1.39,-0.30,0.15,-0.24,
 -0.75,8.35,-1.21,-0.35,0.13,-0.31,
 -1.76,10.25,-0.80,-0.30,0.09,-0.25,
 -1.98,10.83,-0.03,-0.22,0.04,-0.12,
 -0.78,11.44,-1.33,-0.19,-0.01,-0.10,
 -0.98,11.72,-1.04,-0.11,-0.05,-0.12,
 -7.72,13.53,-1.41,0.09,0.03,-0.07,
 -4.69,7.83,-0.61,0.15,0.11,-0.19,
 -7.03,5.70,1.30,0.13,0.16,-0.22,
 -4.42,5.03,-0.28,0.03,0.19,-0.17,
 -2.91,5.75,-0.53,-0.05,0.15,-0.04,
 -2.35,6.40,-1.57,-0.07,0.11,0.01,
 -0.16,5.55,-2.06,-0.11,0.07,0.05,
 -1.61,6.59,-1.35,-0.16,0.00,0.00,
 -6.65,8.59,-1.61,-0.14,0.00,-0.09,
 -9.01,8.36,-0.32,-0.07,0.10,-0.14,
 -8.18,7.72,-0.33,-0.01,0.21,-0.03,
 -7.43,6.59,-0.79,0.01,0.28,-0.02,
 -2.31,5.41,-2.30,-0.01,0.29,0.09,
 -1.58,5.60,-1.75,-0.07,0.17,0.10,
 -5.02,5.24,-2.83,-0.10,0.15,-0.03,
 -7.70,9.42,-2.28,-0.09,0.18,-0.04,
 -6.31,8.11,-1.42,-0.03,0.26,0.01,
 -6.98,8.70,-1.67,-0.01,0.26,-0.10,
 -6.63,8.45,-2.42,0.01,0.28,-0.02,
 -2.74,6.85,-2.79,-0.04,0.24,0.03,
 -1.14,7.91,-3.02,-0.11,0.14,-0.02,
 -2.94,8.17,-2.46,-0.11,0.07,-0.08,
 -3.56,8.24,-2.36,-0.09,0.05,-0.08,
 -6.19,8.55,-2.45,-0.07,0.09,-0.06,
 -6.07,6.88,-1.95,-0.06,0.13,-0.03,
 -5.73,6.26,-2.36,-0.09,0.19,0.01,
 -4.19,6.74,-1.82,-0.14,0.26,0.02,
 -4.54,7.22,-1.67,-0.18,0.28,-0.11,
 -7.18,6.93,-1.59,-0.18,0.31,-0.18,
 -5.58,4.15,-3.20,-0.28,0.29,-0.07,
 -3.70,6.70,-3.75,-0.33,0.23,0.06,
 -3.07,6.93,-2.91,-0.34,0.20,-0.02,
 -3.22,8.40,-1.83,-0.35,0.15,-0.16,
 -2.02,9.53,-1.70,-0.30,-0.05,-0.49,
 -2.28,10.19,-1.35,-0.04,-0.43,-0.67,
 -11.86,9.95,1.70,0.21,-0.56,-0.69,
 -14.23,1.82,1.14,0.28,-0.05,-0.33,
 -8.94,1.53,-1.18,0.13,0.16,-0.15,
 -6.62,4.34,-1.45,0.05,0.18,-0.22,
 -5.83,5.38,-1.66,0.06,0.11,-0.34,
 -5.53,5.47,-1.35,0.09,0.07,-0.42,
 -6.35,3.04,-1.68,0.12,0.00,-0.54,
 -9.29,2.98,-2.72,0.13,-0.01,-0.52,
 -9.19,-0.38,-2.24,0.15,0.02,-0.43,
 -7.77,-1.08,-2.24,0.13,0.01,-0.48,
 -8.59,-0.04,-2.24,0.11,-0.03,-0.48,
 -9.49,-0.01,-2.12,0.12,-0.03,-0.46,
 -6.82,-2.36,-1.48,0.11,-0.08,-0.29,
 -8.80,-2.13,-1.30,0.09,-0.11,-0.20,
 -10.08,-0.46,-1.11,0.07,-0.14,-0.23,
 -10.51,-0.85,-1.43,0.11,-0.14,-0.27,
 -10.46,-2.37,-1.17,0.14,-0.11,-0.21,
 -9.83,-4.99,-1.39,0.07,-0.09,-0.04,
 -9.78,-1.23,-0.51,0.01,-0.09,-0.07,
 -10.21,-1.13,-0.66,0.04,-0.05,-0.09,
 -10.09,-3.37,-0.28,0.04,-0.01,-0.02,
 -9.49,-2.92,-0.04,0.02,-0.01,-0.02,
 -9.49,-2.34,-0.48,0.02,-0.01,-0.01,
 -9.87,-3.21,-0.33,0.03,0.00,0.00,
 -8.86,-2.83,-0.56,0.03,0.03,0.02,
 -8.37,-2.59,-0.67,0.03,0.02,0.05,
 -9.11,-2.89,-0.98,0.02,0.02,0.12,
 -9.82,-0.95,-1.04,0.06,0.06,0.26,
 -9.66,-0.66,-0.87,0.08,0.08,0.28,
 -9.93,0.29,-1.23,0.11,0.10,0.25,
 -9.60,1.77,-0.91,0.18,0.13,0.26,
 -9.06,2.67,-0.01,0.24,0.14,0.29,
 -9.37,-0.12,-0.25,0.36,0.15,0.23,
 -10.11,0.19,-0.32,0.39,0.15,0.18,
 -10.41,-0.56,0.09,0.40,0.17,0.17,
 -9.02,-2.07,0.03,0.37,0.15,0.07,
 -8.58,-1.39,-1.48,0.34,0.11,-0.03,
 -9.30,1.74,-1.37,0.32,0.10,-0.03,
 -9.08,2.25,-1.58,0.35,0.15,-0.05,
 -8.63,2.13,-0.73,0.46,0.17,-0.10,
 -8.50,3.07,-0.47,0.57,0.17,-0.16,
 -7.21,0.34,0.53,0.68,0.17,-0.14,
 -8.31,0.56,0.94,0.80,0.10,-0.21,
 -9.78,-8.73,-1.64,0.86,0.09,-0.15,
 -9.77,-12.51,-1.22,0.59,0.16,0.07,
 -10.23,-8.07,-1.34,0.30,0.21,0.23,
 -8.07,-1.59,-1.24,0.23,0.21,0.36,
 -5.84,1.68,-2.04,0.31,0.14,0.31,
 -8.21,-0.74,-1.38,0.35,0.11,0.25,
 -7.97,-2.15,-1.67,0.36,0.07,0.22,
 -7.92,-2.57,-2.49,0.33,0.04,0.22,
 -9.49,-3.26,-2.65,0.28,0.00,0.18,
 -12.17,0.03,-2.37,0.24,0.06,0.19,
 -8.86,-0.19,-1.51,0.25,0.13,0.23,
 -6.62,0.38,-2.93,0.26,0.11,0.22,
 -7.95,-0.33,-2.57,0.27,0.10,0.19,
 -11.32,-0.90,-3.68,0.25,0.15,0.17,
 -10.57,-1.31,-4.10,0.26,0.17,0.18,
 -6.77,-0.47,-3.17,0.30,0.13,0.16,
 -6.77,-3.24,-2.95,0.32,0.02,0.17,
 -9.71,-3.02,-2.99,0.25,-0.01,0.20,
 -10.63,-2.02,-3.70,0.20,0.04,0.19,
 -11.62,-0.99,-4.09,0.21,0.12,0.13,
 -10.46,-0.38,-3.40,0.24,0.20,0.07,
 -5.71,-2.15,-3.05,0.30,0.20,0.05,
 -4.16,-2.63,-3.09,0.31,0.11,0.08,
 -5.02,-3.23,-4.04,0.30,-0.00,0.14,
 -5.86,-0.58,-4.18,0.32,-0.07,0.12,
 -7.80,1.62,-3.53,0.48,-0.13,0.01,
 -10.63,-2.80,-1.23,0.56,-0.03,-0.10,
 -11.26,-8.12,-2.52,0.41,0.22,-0.18,
 -7.35,-3.13,-1.52,0.24,0.36,-0.17,
 -1.88,-1.33,-2.90,0.27,0.20,0.06,
 -1.77,-2.24,-3.24,0.33,0.14,0.11,
 -3.63,-7.67,-2.92,0.33,0.02,-0.06,
 -3.46,-6.40,-2.69,0.22,-0.00,-0.12,
 -5.17,-5.35,-1.99,0.15,-0.04,-0.20,
 -5.15,-2.00,-2.23,0.15,-0.03,-0.36,
 -7.14,-0.87,-3.90,0.31,0.03,-0.59,
 -8.99,-18.59,-4.97,0.35,0.10,-0.63,
 -2.61,-6.29,-4.05,-0.02,0.13,-0.19,
 -2.89,-4.81,-3.50,0.05,0.08,-0.02,
 -4.20,-9.67,-2.55,0.14,0.07,-0.05,
 -5.55,-9.27,-2.76,0.07,0.10,-0.15,
 -7.03,-6.18,-2.83,0.06,0.15,-0.28,
 -4.22,-5.08,-2.29,0.11,0.15,-0.32,
 -5.13,-8.63,-0.95,0.14,0.13,-0.31,
 -1.01,-8.11,-0.78,0.12,0.08,-0.26,
 -0.32,-9.31,-0.98,0.16,0.02,-0.26,
 -2.74,-9.09,-1.29,0.21,-0.08,-0.35,
 -9.12,-16.63,-1.23,0.27,-0.09,-0.53,
 -6.93,-14.53,-1.99,0.03,0.08,-0.21,
 -1.07,-10.58,-1.52,0.04,0.08,-0.20,
 -2.41,-13.73,-1.17,0.03,0.04,-0.10,
 -2.40,-13.80,-1.21,-0.06,0.01,-0.06,
 -2.79,-10.50,-0.71,-0.08,-0.01,-0.04,
 -2.76,-11.25,-0.11,-0.08,-0.03,0.01,
 -1.67,-9.95,0.21,-0.07,-0.09,0.02,
 0.15,-7.34,-0.45,-0.03,-0.13,0.00,
 -1.01,-9.49,-0.91,0.10,-0.21,-0.00,
 -3.16,-8.16,-0.19,0.16,-0.24,0.02,
 -4.43,-7.86,0.01,0.22,-0.25,0.01,
 -5.14,-10.87,0.04,0.28,-0.21,0.01,
 -4.35,-10.28,0.94,0.30,-0.14,0.00,
 -4.31,-10.63,0.11,0.34,-0.09,-0.03,
 -0.98,-13.90,1.28,0.34,-0.06,-0.07,
 -0.16,-16.21,2.47,0.25,-0.07,-0.08,
 -4.92,-19.30,1.58,0.05,-0.11,-0.01,
 -2.86,-12.61,0.88,-0.18,-0.01,-0.02,
 -5.28,-2.36,-0.86,-0.06,-0.02,0.02,
 -2.46,-12.84,0.60,0.04,0.01,0.04,
 -1.49,-9.81,0.80,0.00,-0.00,0.05,
 -2.26,-9.98,0.63,0.00,-0.02,0.07,
 -2.37,-10.74,0.88,-0.01,-0.03,0.02,
 -2.93,-8.83,0.45,-0.02,-0.03,-0.00,
 -3.21,-9.71,0.49,-0.01,-0.02,-0.04,
 -1.02,-8.52,0.01,0.01,-0.01,-0.08,
 2.44,-11.21,0.96,0.05,-0.04,0.09,
 2.22,-12.17,1.62,-0.00,-0.16,0.36,
 -2.48,-9.91,1.02,-0.07,-0.26,0.38,
 -4.31,-9.59,0.78,-0.09,-0.29,0.26,
 -5.76,-10.70,1.87,-0.12,-0.28,0.20,
 -6.37,-6.90,0.49,-0.15,-0.23,0.08,
 -6.92,-6.69,0.26,-0.08,-0.12,0.01,
 -5.02,-8.92,0.87,-0.00,0.01,0.02,
 -3.83,-8.73,0.42,0.01,0.02,0.02,
 -3.02,-9.68,0.66,0.02,0.00,0.02,
 -4.08,-9.26,0.68,0.01,-0.00,0.05,
 -4.46,-9.67,0.76,0.01,-0.01,0.01,
 -3.85,-9.49,0.79,-0.00,-0.00,0.01,
 -3.92,-9.13,0.72,-0.01,0.00,0.06,
 -4.24,-9.03,0.68,-0.01,0.00,0.07,
 -4.23,-9.45,0.80,-0.01,0.00,0.09,
 -4.71,-9.01,0.76,-0.02,0.00,0.08,
 -4.70,-7.44,0.47,-0.01,-0.01,0.00,
 -4.74,-7.99,0.61,0.02,-0.01,-0.04,
 -4.31,-10.34,0.92,0.02,-0.01,-0.04,
 -4.58,-9.29,0.84,0.01,-0.01,-0.01,
 -4.25,-9.06,0.62,-0.01,0.00,0.00,
 -4.33,-8.50,0.50,-0.01,0.00,0.01,
 -4.47,-9.32,0.73,0.01,-0.00,0.01,
 -4.61,-9.19,0.78,0.00,-0.00,-0.01,
 -4.32,-9.01,0.73,-0.00,-0.00,-0.02,
 -4.32,-8.82,0.78,0.00,-0.00,-0.02,
 -4.24,-9.27,0.88,0.01,-0.00,-0.02,
 -4.41,-9.11,0.92,0.00,-0.00,-0.03,
 -4.21,-9.04,0.81,-0.00,0.00,-0.03,
 -3.99,-9.04,0.79,0.00,-0.00,-0.03,
 -4.06,-9.17,0.64,0.00,0.00,-0.01,
 -4.28,-9.34,0.60,-0.00,0.00,0.01,
 -4.22,-8.83,0.55,-0.01,0.00,0.01,
 -4.14,-8.77,0.52,0.00,-0.00,0.01,
 -4.31,-9.14,0.71,0.01,-0.00,0.00,
 -4.24,-9.44,0.93,0.00,-0.00,-0.01,
 -4.04,-9.02,0.96,0.00,-0.00,-0.01,
 -4.15,-9.14,0.97,-0.00,0.00,0.00,
 -4.27,-9.39,0.87,-0.00,0.00,0.03,
 -4.33,-9.38,0.87,-0.00,0.00,0.03,
 -4.32,-8.88,0.67,-0.01,0.00,0.02,
 -4.26,-8.69,0.37,-0.00,0.00,0.02,
 -4.51,-9.45,0.54,0.01,-0.00,0.01,
 -4.37,-9.30,0.72,-0.00,-0.00,-0.00,
 -4.34,-8.74,0.70,-0.01,0.00,-0.00,
 -4.20,-8.72,0.69,0.00,0.00,0.01,
 -4.61,-9.27,1.01,0.01,-0.00,0.01,
 -4.45,-9.29,1.05,0.00,-0.00,-0.00,
 -4.29,-8.81,0.84,-0.01,0.00,-0.02,
 -4.22,-9.11,0.71,0.00,-0.00,-0.02,
 -4.28,-9.19,0.71,0.00,-0.00,-0.01,
 -4.19,-9.28,0.64,-0.00,-0.00,-0.00,
 -4.25,-9.10,0.53,-0.00,0.00,-0.00,
 -4.34,-8.89,0.53,-0.00,0.00,0.01,
 -4.30,-9.48,0.76,0.00,-0.00,0.01,
 -4.44,-9.05,0.84,-0.00,-0.00,0.00,
 -4.23,-8.85,0.77,-0.00,0.00,-0.00,
 -4.36,-9.10,0.92,0.01,-0.00,-0.00,
 -4.39,-8.70,0.86,0.01,-0.00,-0.00,
 -4.23,-9.15,0.78,0.01,-0.00,-0.01,
 -4.19,-9.51,0.85,0.02,-0.01,-0.03,
 -4.11,-9.93,0.93,-0.00,-0.01,-0.03,
 -3.75,-9.87,0.66,-0.03,-0.02,0.11,
 -5.02,-8.69,0.36,-0.02,-0.01,0.17,
 -4.93,-8.84,0.70,-0.01,0.01,0.19,
 -5.18,-8.04,0.78,-0.00,0.01,0.15,
 -6.35,-7.76,0.82,0.00,0.01,0.09,
 -5.47,-8.90,0.86,0.01,0.02,-0.08,
 -4.67,-8.50,0.89,-0.00,-0.01,-0.15,
 -4.57,-8.54,0.69,0.01,-0.01,-0.16,
 -4.10,-9.48,0.88,0.02,-0.02,-0.18,
 -3.64,-9.83,0.90,0.01,-0.02,-0.15,
 -3.44,-9.43,0.75,-0.00,-0.02,-0.07,
 -3.34,-9.19,0.69,-0.00,-0.01,-0.02,
 -4.38,-9.49,0.78,-0.00,-0.01,0.04,
 -5.14,-9.43,0.86,-0.01,0.00,0.04,
 -4.39,-9.25,0.86,-0.02,0.03,0.00,
 -3.65,-8.44,0.58,-0.01,0.02,0.00,
 -4.05,-9.24,0.89,0.01,0.00,0.01,
 -4.35,-9.48,1.05,0.00,-0.01,-0.01,
 -4.18,-8.85,0.85,-0.01,-0.00,-0.02,
 -3.93,-9.22,0.73,-0.01,-0.00,-0.03,
 -3.38,-9.14,0.66,0.00,-0.00,-0.01,
 -3.75,-9.39,0.66,0.01,0.00,0.05,
 -4.29,-9.45,0.76,-0.00,0.00,0.07,
 -4.37,-9.02,0.63,-0.01,0.01,0.06,
 -4.42,-8.86,0.67,-0.00,0.00,0.04,
 -4.56,-8.79,0.75,0.00,-0.00,0.01,
 -4.39,-9.09,0.87,0.00,-0.00,-0.02,
 -4.26,-9.16,0.85,0.00,-0.00,-0.03,
 -4.17,-9.39,0.88,0.00,-0.00,-0.03,
